Unnamed: 0;Complainant;Against;Date;Decision;ComplaintType;ReportName;Locations;PrimaryKey;Complaint
2351;Ms. Annamma Verghese;Editor;December 21, 2012;Sub-judice;Press and Defamation;AnnualReport2013;;2041;Complaint of Ms. Annamma Verghese,  Kottayam against the Editor, Zymin Ryotu,  Nellore
2353;Prof. Y.R. Hara Gopal Reddy;Editor;December 21, 2012;Censured;Press and Defamation;AnnualReport2013;;2042;Complaint of Prof. Y.R. Hara Gopal Reddy,  Ex-Vice Chancellor, Acharya Nagarjuna  University Hyderabad against the Editor,  Andhra Jyothi, T.V. Channel Hyderabad
2379;Shri Dilip Kumar Singh;Editor;December 21, 2012;Admonished;Press and Defamation;AnnualReport2013;;2067;Complaint of Shri Dilip Kumar Singh, Vice  President, Heritage Institute of Hotel &  Tourism, Agra against the Editor, Aj, Agra
2384;Shri K.L. Soni;Editor;December 21, 2012;Admonished/ Censure;Press and Defamation;AnnualReport2013;K.L;2070;Complaint of Shri K.L. Soni, Ex-District  President, BJP Unit, Mandsaur, Madhya  Pradesh against the Editor, Guru Express,  Mandsaur, M.P.
2390;Dr. Beena Singh;Editor;February 18, 2013;Dismissed;Press and Defamation;AnnualReport2013;Gwalior, Madhya Pradesh;2074;Complaint of Dr. Beena Singh, Head,  Department of Zoology, Government of K.R.G., PG College, Gwalior,  Madhya Pradesh against the Editor,  People’s Samachar, M.P.
2393;Dr. Beena Singh;Editor;February 18, 2013;Dismissed;Press and Defamation;AnnualReport2013;Gwalior, Madhya Pradesh;2076;Complaint of Dr. Beena Singh, Head,  Department of Zoology, Government  of K.R.G., PG College, Gwalior,  Madhya Pradesh against the Editor,   Rajasthan Patrika, M.P.
2395;Dr. Beena Singh;Nai Duniya;February 18, 2013;Dismissed;Press and Defamation;AnnualReport2013;Gwalior, Madhya Pradesh;2077;Complaint of Dr. Beena Singh, Head,  Department of Zoology, Government of K.R.G., PG College, Gwalior,  Madhya Pradesh against the Editor,  Nai Duniya, M.P.
2411;Shri Narender Kumar Parmar;Divya  Damak;February 18, 2013;Dismissed;Press and Defamation;AnnualReport2013;Rajasthan;2092;Complaint of Shri Narender Kumar Parmar,  Programme Assistant and Shri Shyam  Sunder Solanki, Additional District Planning  Coordinator, Common Education Programme,  Jalore Rajasthan against the Editor, Divya  Damak, Jalore, Rajasthan
2412;Shri Shyam  Sunder Solanki;Divya  Damak;February 18, 2013;Dismissed;Press and Defamation;AnnualReport2013;Rajasthan;2092;Complaint of Shri Narender Kumar Parmar,  Programme Assistant and Shri Shyam  Sunder Solanki, Additional District Planning  Coordinator, Common Education Programme,  Jalore Rajasthan against the Editor, Divya  Damak, Jalore, Rajasthan
2416;Shri Sukhdev Sharma;Editor;February 18, 2013;Dismissed;Press and Defamation;AnnualReport2013;Delhi, Indore, Madhya Pradesh;2096;Complaint of Shri Sukhdev Sharma, President,  Jangid Bhraman Mahasabha, Chandni Chowk,  Delhi against the Editor, Sanjha Lokswami,  Ujjain, Indore, Madhya Pradesh
2420;Patrakar;Dainik  Janvani;February 18, 2013;Admonished;Press and Defamation;AnnualReport2013;Delhi, Meerut;2098;Complaint of Shri Prashant Gautam, Patrakar,  Pratyakshi/Coordinator,  Bahujan  Samaj  Party, Meerut, U.P. against the Editor, Dainik  Janvani, Meerut, U.P. February 18,  2013 Dismissed 133 Compliant of  M/s Unicorn Securities Pvt. Ltd.,  New Delhi against the Editor, Karneshwar,  Karnal
2421;Pratyakshi;Dainik  Janvani;February 18, 2013;Admonished;Press and Defamation;AnnualReport2013;Delhi, Meerut;2098;Complaint of Shri Prashant Gautam, Patrakar,  Pratyakshi/Coordinator,  Bahujan  Samaj  Party, Meerut, U.P. against the Editor, Dainik  Janvani, Meerut, U.P. February 18,  2013 Dismissed 133 Compliant of  M/s Unicorn Securities Pvt. Ltd.,  New Delhi against the Editor, Karneshwar,  Karnal
2419;Shri Prashant Gautam;Dainik  Janvani;February 18, 2013;Admonished;Press and Defamation;AnnualReport2013;Delhi, Meerut;2098;Complaint of Shri Prashant Gautam, Patrakar,  Pratyakshi/Coordinator,  Bahujan  Samaj  Party, Meerut, U.P. against the Editor, Dainik  Janvani, Meerut, U.P. February 18,  2013 Dismissed 133 Compliant of  M/s Unicorn Securities Pvt. Ltd.,  New Delhi against the Editor, Karneshwar,  Karnal
2430;Senior  Sub-Inspector;Editor;February 18, 2013;Settled;Press and Defamation;AnnualReport2013;U.P;2105;Complaint of Shri Malkhe Dikshit, Senior  Sub-Inspector, Police Station, Mahroni,  Lalitpur, U.P. against the Editor, Lalit Mashal,  Lalitpur, U.P.
2428;Shri Malkhe Dikshit;Editor;February 18, 2013;Settled;Press and Defamation;AnnualReport2013;U.P;2105;Complaint of Shri Malkhe Dikshit, Senior  Sub-Inspector, Police Station, Mahroni,  Lalitpur, U.P. against the Editor, Lalit Mashal,  Lalitpur, U.P.
2433;Dr. Nutan Thakur;Editor;February 18, 2013;Disposed off;Press and Defamation;AnnualReport2013;Lucknow, UP;2106;Complaint of Shri Amitabh Thakur, IPS  Officer, UP Cadre & Dr. Nutan Thakur,  Lucknow against the Editor, Dainik Jagran,  Lucknow
2432;Shri Amitabh Thakur;Editor;February 18, 2013;Disposed off;Press and Defamation;AnnualReport2013;Lucknow, UP;2106;Complaint of Shri Amitabh Thakur, IPS  Officer, UP Cadre & Dr. Nutan Thakur,  Lucknow against the Editor, Dainik Jagran,  Lucknow
2445;Shri Rubabudin Sheikh;Editor;February 18, 2013;Censured;Press and Morality;AnnualReport2013;Indore, Ujjain, M.P;2118;Complaint of Shri Rubabudin Sheikh, Ujjain,  M.P. against the Editor, Swadesh, Indore, M.P.
2448;Shri Amar Kumar Singh;Editor;November 17,  2011;Dismissed;Principles and Publication;AnnualReport2012;Jharkhand, English;2120;Complaint of Shri Amar Kumar Singh, Head, Department of English, SKM University, Dumka, Jharkhand against the Editor, Prabhat Khabar
2450;Shri Navdeep Singh Virk;Editor;November 17,  2011;Closed for non-pursuance;Principles and Publication;AnnualReport2012;Noida, Haryana, Sonipat;2121;Complaint Shri Navdeep Singh Virk, IPS, Additional Superintendent of Police, Sonipat, Haryana against the Editor, Amar Ujala, Noida, U.P.
2478;Shri Devi Ram;Editor;November 17,  2011;Admonished;Press and Defamation;AnnualReport2012;Noida, Haryana;2150;Complaint of Shri Devi Ram through his advocate Shri Tejbir S. Ahlawat, Rohtak, Haryana against the Editor, Dainik Jagran, Noida, U.P Novermber 17,  2011
2479;Shri Tejbir S. Ahlawat;Editor;November 17,  2011;Admonished;Press and Defamation;AnnualReport2012;Noida, Haryana;2150;Complaint of Shri Devi Ram through his advocate Shri Tejbir S. Ahlawat, Rohtak, Haryana against the Editor, Dainik Jagran, Noida, U.P Novermber 17,  2011
2481;Shri Ashutosh Pandey;Editor;November 17,  2011;Closed for non-pursuance;Press and Defamation;AnnualReport2012;Lucknow, U.P;2151;Complaint of the Secretary, Rajdhani Nagar Sahkari Bank Ltd., Lucknow, U.P. (through advocate Shri Ashutosh Pandey) against the Editor, Lokdrishti, Lucknow, U.P.
2486;S. Zulfekar Hasnain Naqvi;Editor;November 17,  2011;Withdrawn;Press and Defamation;AnnualReport2012;Uttar Pradesh, Kanpur;2155;Complaint of Shri Riyaz Ahmed Khan, District President, District Congress Committee (through advocate S. Zulfekar Hasnain Naqvi) against the Editor, Dainik Jagran, Kanpur, Uttar Pradesh.
2485;Shri Riyaz Ahmed Khan;Editor;November 17,  2011;Withdrawn;Press and Defamation;AnnualReport2012;Uttar Pradesh, Kanpur;2155;Complaint of Shri Riyaz Ahmed Khan, District President, District Congress Committee (through advocate S. Zulfekar Hasnain Naqvi) against the Editor, Dainik Jagran, Kanpur, Uttar Pradesh.
2490;Additional Sessions Judge;Dainik Hindustan;November 17, 2011;Closed for non-pursuance;Press and Defamation;AnnualReport2012;Uttar Pradesh;2158;Complaint of Mohd. Moteen Khan, Additional Sessions Judge, Fast Track Court - II, Shrawasti, Uttar Pradesh against the Editor, Dainik Hindustan
2489;Mohd. Moteen Khan;Dainik Hindustan;November 17, 2011;Closed for non-pursuance;Press and Defamation;AnnualReport2012;Uttar Pradesh;2158;Complaint of Mohd. Moteen Khan, Additional Sessions Judge, Fast Track Court - II, Shrawasti, Uttar Pradesh against the Editor, Dainik Hindustan
2492;Shri Suman Dhagra;Editor;November 17, 2011;Disposed off with directions;Press and Defamation;AnnualReport2012;Rajasthan, Beawar;2160;Complaint of Shri Suman Dhagra, Chairman, Shri Digmber Jain Panchayat Mandir Beawar, Rajasthan against the Editor, Dictator, Beawar, Rajasthan
2497;Shri G.N.K. Tomar;Editor;November 17, 2011;Closed;Press and Defamation;AnnualReport2012;Noida, Delhi;2164;Complaint of Shri G.N.K. Tomar, Chief General Director, All India Bank Recovery Rapid Action Force, Noida  against the Editor, Dainik Jagran New Delhi
2499;Shri G.N.K. Tomar;Amar Ujala;November 17, 2011;Closed;Press and Defamation;AnnualReport2012;Tomar, Delhi;2165;Complaint of Shri G.N.K. Tomar, Chief General Director, All India Bank Recovery Rapid Action Force, M Noida against the Editor, Amar Ujala, New Delhi
2514;Shri Diwan Singh;Abhi;March  27,2012;Dismissed;Press and Defamation;AnnualReport2012;Haryana;2179;Complaint of Shri Diwan Singh, Election Agent, Bhiwani, Haryana against the Editor, Abhi - Abhi, Hissar, Haryana
2515;Shri Diwan Singh;Abhi;March  27,2012;Dismissed;Press and Defamation;AnnualReport2012;Haryana;2179;Complaint of Shri Diwan Singh, Election Agent, Bhiwani, Haryana against the Editor, Abhi - Abhi, Hissar, Haryana
2527;Shri Nithyananda Dhyanapeetam;Editor;March 27, 2012;Censured;Press and Defamation;AnnualReport2012;;2191;Complaint of Shri Nithyananda Dhyanapeetam, Bangaluru against the Editor, Mid Day, Bangaluru
2537;Shri Krishna Rao Patra;Editor;March 27, 2012;Dismissed;Press and Defamation;AnnualReport2012;Andhra Pradesh;2200;Complaint of Shri Krishna Rao Patra, District Srikakulam, Andhra Pradesh against the Editor, Sakshi, Vishakhapatnam
2554;Mr. Justice B.L. Hansaria;Itwari Patrika;October 12, 1995;D;Principles and Publications;AnnualReport1996;Delhi, India, Jaipur;2215;Complaint of Ms. Seema A.R. Cum- P.S. to Hon'ble Mr. Justice B.L. Hansaria, Judge, Supreme Court of India, New Delhi against 'Itwari Patrika', Jaipur.
2553;Ms. Seema A.R.;Itwari Patrika;October 12, 1995;D;Principles and Publications;AnnualReport1996;Delhi, India, Jaipur;2215;Complaint of Ms. Seema A.R. Cum- P.S. to Hon'ble Mr. Justice B.L. Hansaria, Judge, Supreme Court of India, New Delhi against 'Itwari Patrika', Jaipur.
2560;Shri Ravindra Kumar Sonar;Editor;Ambala edition.;D;Principles and Publications;AnnualReport1996;M.P;2221;Complaint of Shri Ravindra Kumar Sonar, Advocate, Dhar (M.P.) against the Editor, Dainik
2572;Shri Lalit Uniyal;Editor;March 25, 1996;A;Principles and Publications;AnnualReport1996;Allahabad, U.P;2233;Complaint of Shri Lalit Uniyal, Allahabad against Editor, Our Leader, Allahabad. (U.P.).
2584;Deputy Commissioner of Police;Edi-tor;June 19, 1995;A;Principles and Publications;AnnualReport1996;;2244;Complaints of Deputy Commissioner of Police, Office of the DCP, Special Branch (I) CID, Bombay against (1) Edi-tor, Samna, Marathi daily, (2) Editor, Marmik, Marathi Weekly, Bombay.
2585;Deputy Commissioner of Police;Editor;June 19, 1995;A;Principles and Publications;AnnualReport1996;;2244;Complaints of Deputy Commissioner of Police, Office of the DCP, Special Branch (I) CID, Bombay against (1) Edi-tor, Samna, Marathi daily, (2) Editor, Marmik, Marathi Weekly, Bombay.
2616;Science Teacher;Dainik Jagran;June19, 1995;A;Principles and Publications;AnnualReport1996;Bareilly, U.P;2280;Complaint of Shri Vijay Pal Gaur, Science Teacher, Badayun against Dainik Jagran', Hindi Daily, Bareilly, U.P.
2615;Shri Vijay Pal Gaur;Dainik Jagran;June19, 1995;A;Principles and Publications;AnnualReport1996;Bareilly, U.P;2280;Complaint of Shri Vijay Pal Gaur, Science Teacher, Badayun against Dainik Jagran', Hindi Daily, Bareilly, U.P.
2628;Major General Shri B.C. Khanduri;Ganga Yamuna Express;October 12, 1995;C;Principles and Publications;AnnualReport1996;Delhi;2298;Complaint of Major General Shri B.C. Khanduri, M.P. against (1) Ganga Yamuna Express, Chamoli (2) Ubharti Dilli, Delhi.
2631;Assistant Commissioner;Dainik Kamal Netra;October 12, 1995;A;Principles and Publications;AnnualReport1996;;2299;Complaint of Shri Adesh Jain, Assistant Commissioner, Employees Provident Fund Organisation, Karnal against 'Dainik Kamal Netra', Karnal.
2630;Shri Adesh Jain;Dainik Kamal Netra;October 12, 1995;A;Principles and Publications;AnnualReport1996;;2299;Complaint of Shri Adesh Jain, Assistant Commissioner, Employees Provident Fund Organisation, Karnal against 'Dainik Kamal Netra', Karnal.
2632;Sh. Maheshwar Singh;Hindi Daily;October 12, 1995;A;Principles and Publications;AnnualReport1996;Chandigarh;2300;Complaint of Sh. Maheshwar Singh, M.P. (Rajya Sabha), New Delhi against Jansatta, Hindi Daily, Chandigarh.
2644;General Sec-retary;Prabhat Khabar;October 12, 1996;A;Principles and Publications;AnnualReport1996;Sec, Bihar;2314;Complaint of Mohd. Qurban, General Sec-retary, Shibli Bari Committee, Dhanbad against Prabhat Khabar', Bihar (Hindi Daily).
2643;Mohd. Qurban;Prabhat Khabar;October 12, 1996;A;Principles and Publications;AnnualReport1996;Sec, Bihar;2314;Complaint of Mohd. Qurban, General Sec-retary, Shibli Bari Committee, Dhanbad against Prabhat Khabar', Bihar (Hindi Daily).
2647;Shri N.K. Gupta;Bhor Nayak;October 12, 1996;A ;Principles and Publications;AnnualReport1996;;2317;Complaint of Shri N.K. Gupta, Managing Director, Dugdh Utpadak Sahakari Sangh Ltd., Bhilwara against 'Bhor Nayak' and Divya Samachar Lehari.
2648;Shri N.K. Gupta;Divya Samachar Lehari;October 12, 1996;A ;Principles and Publications;AnnualReport1996;;2317;Complaint of Shri N.K. Gupta, Managing Director, Dugdh Utpadak Sahakari Sangh Ltd., Bhilwara against 'Bhor Nayak' and Divya Samachar Lehari.
2682;Sh. Suresh Chandra Mishra;Amar Ujala;March 25, 1996;A;Principles and Publications;AnnualReport1996;Bareilly, U.P;2355;Complaint of Sh. Suresh Chandra Mishra, Retired Principal, Sahaswan (Badayun) against Dainik Jagaran & Amar Ujala, Bareilly, U.P.
2681;Sh. Suresh Chandra Mishra;Dainik Jagaran;March 25, 1996;A;Principles and Publications;AnnualReport1996;Bareilly, U.P;2355;Complaint of Sh. Suresh Chandra Mishra, Retired Principal, Sahaswan (Badayun) against Dainik Jagaran & Amar Ujala, Bareilly, U.P.
2683;Dr. Dhanpat Rai Khanna;Editor;March 25, 1996;A;Principles and Publications;AnnualReport1996;Ajmer, KA;2357;Complaint of Dr. Dhanpat Rai Khanna, Editor, Dosti Ka Sandesh, Ajmer against the Editor, Lal Kalam, Ajmer, Raj.
2691;Ex-Chief Minister of U.P.;Dainik Jagran;March 25, 1996;A;Principles and Publications;AnnualReport1996;Lucknow, U.P;2361;Complaint of Ms. Mayawati, Ex-Chief Minister of U.P. (through her advocate Sh. S. Murlidhar) against Dainik Jagran, Hindi daily, Lucknow.
2690;Ms. Mayawati;Dainik Jagran;March 25, 1996;A;Principles and Publications;AnnualReport1996;Lucknow, U.P;2361;Complaint of Ms. Mayawati, Ex-Chief Minister of U.P. (through her advocate Sh. S. Murlidhar) against Dainik Jagran, Hindi daily, Lucknow.
2692;Sh. S. Murlidhar;Dainik Jagran;March 25, 1996;A;Principles and Publications;AnnualReport1996;Lucknow, U.P;2361;Complaint of Ms. Mayawati, Ex-Chief Minister of U.P. (through her advocate Sh. S. Murlidhar) against Dainik Jagran, Hindi daily, Lucknow.
2697;Superintendent of Police;Editor;May 6, 2004 ;Directions to respondent ;Principles and Publications;AnnualReport2005;Uttar Pradesh, Kanpur;2366;Complaint of Superintendent of Police, Jalaun, Uttar Pradesh against the Editor, Amar Ujala, Kanpur. U.P. 
2719;Shri Santosh Kumar Sarangi;Editor; Warned 21 Complaint of Shri Mohd. Azam, Managing Director, Azam Rubber Product, Gorakhpur (U.P.) against the Editor, United Bharat, Allahabad, Uttar Pradesh ; Dismissed on merit;Press and Defamation ;AnnualReport2005;;2388;Complaint of Shri Santosh Kumar Sarangi, IAS, District Magistrate and Collector, Sambalpur against the Editor, Dainik Sambad, Bhubaneshwar
2723;Shri Prafulla Kumar Mahanta;Editor;May 6, 2004 ;Disposed of in view of assurance;Press and Defamation ;AnnualReport2005;Guwahati, Assam;2391;Complaint of Shri Prafulla Kumar Mahanta, Ex-Chief Minister, Assam, Guwahati against the Editor, Dainik Agradoot, Guwahati 
2725;Shri Prafulla Mahanta;Editor;May 6, 2004 ;Censured;Press and Defamation ;AnnualReport2005;Guwahati, Assam;2392;Complaint of Shri Prafulla Mahanta, Kumar Ex-Chief Minister, Dispur, Guwahati, Ajit Assam against the Editor, Batori, Guwahati, Assam 
2728;N. Thakkar;Editor;May 6, 2004 ;Dismissed for nonprosecution;Press and Defamation ;AnnualReport2005;Ahmedabad, Gujarat;2393;Complaint of Shri Prafulbhai Ahmedabad, N. Thakkar, Gujarat against Sandesh, Ahmedabad, the Editor, Gujarat 
2727;Shri Prafulbhai;Editor;May 6, 2004 ;Dismissed for nonprosecution;Press and Defamation ;AnnualReport2005;Ahmedabad, Gujarat;2393;Complaint of Shri Prafulbhai Ahmedabad, N. Thakkar, Gujarat against Sandesh, Ahmedabad, the Editor, Gujarat 
2730;N. Thakkar;Sandesh;May 6, 2004 ;Dismissed for nonprosecution;Press and Defamation ;AnnualReport2005;Ahmedabad, Gujarat;2394;Complaint of Shri Prafulbhai Ahmedabad, N. Thakkar, Gujarat against Sandesh, the Editor, Ahmedabad, Gujarat 
2729;Shri Prafulbhai;Sandesh;May 6, 2004 ;Dismissed for nonprosecution;Press and Defamation ;AnnualReport2005;Ahmedabad, Gujarat;2394;Complaint of Shri Prafulbhai Ahmedabad, N. Thakkar, Gujarat against Sandesh, the Editor, Ahmedabad, Gujarat 
2733;Desaibhai Chandreshbhai Patel;Editor;May 6, 2004 ;Dismissed for nonprosecution ;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;Ahmedabad, Gujarat, Vadodara;2397;"Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad; Desaibhai Chandreshbhai Patel; Prakashbhai Dhanjibhai Sajodwala, Vadodara against the Editor, Gujarat Samachar, Ahmedabad"
2734;Prakashbhai Dhanjibhai Sajodwala;Editor;May 6, 2004 ;Dismissed for nonprosecution ;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;Ahmedabad, Gujarat, Vadodara;2397;"Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad; Desaibhai Chandreshbhai Patel; Prakashbhai Dhanjibhai Sajodwala, Vadodara against the Editor, Gujarat Samachar, Ahmedabad"
2732;S/Shri Sanjaybhai Natwarlal Patel;Editor;May 6, 2004 ;Dismissed for nonprosecution ;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;Ahmedabad, Gujarat, Vadodara;2397;"Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad; Desaibhai Chandreshbhai Patel; Prakashbhai Dhanjibhai Sajodwala, Vadodara against the Editor, Gujarat Samachar, Ahmedabad"
2736;Desaibhai Chandreshbhai Patel;Editor;May 6, 2004 ;Dismissed for nonprosecution;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;Ahmedabad, Gujarat, Vadodara;2398;Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad Desaibhai Chandreshbhai Patel Prakashbhai Dhanjibhai Sajodwala,Vadodara against the Editor, Gujarat Samachar, Ahmedabad 
2738;Prakashbhai Dhanjibhai Sajodwala;Editor;May 6, 2004 ;Dismissed for nonprosecution;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;Ahmedabad, Gujarat, Vadodara;2398;Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad Desaibhai Chandreshbhai Patel Prakashbhai Dhanjibhai Sajodwala,Vadodara against the Editor, Gujarat Samachar, Ahmedabad 
2735;S/Shri Sanjaybhai Natwarlal Patel;Editor;May 6, 2004 ;Dismissed for nonprosecution;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;Ahmedabad, Gujarat, Vadodara;2398;Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad Desaibhai Chandreshbhai Patel Prakashbhai Dhanjibhai Sajodwala,Vadodara against the Editor, Gujarat Samachar, Ahmedabad 
2740;Desaibhai Chandreshbhai Patel;Editor;May 6, 2004 ;Dismissed for nonprosecution ;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;;2399;Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad Desaibhai Chandreshbhai Patel Prakashbhai Dhanjibhai Sajodwala,Vadodara against the Editor,
2742;Prakashbhai Dhanjibhai Sajodwala;Editor;May 6, 2004 ;Dismissed for nonprosecution ;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;;2399;Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad Desaibhai Chandreshbhai Patel Prakashbhai Dhanjibhai Sajodwala,Vadodara against the Editor,
2739;S/Shri Sanjaybhai Natwarlal Patel;Editor;May 6, 2004 ;Dismissed for nonprosecution ;Communal, Casteist, Anti-National And Religious Writings ;AnnualReport2005;;2399;Complaint of S/Shri Sanjaybhai Natwarlal Patel, Ahmedabad Desaibhai Chandreshbhai Patel Prakashbhai Dhanjibhai Sajodwala,Vadodara against the Editor,
2809;Shri Geetartha Darshan Barua;editor;October  4,2007;Directions;Press and Defamation;AnnualReport2008;Assam;2478;Complaint of Shri Geetartha Darshan Barua, Astha Editorial Board, Jorhat against the editor, Dainik Janambhumi, Jorhat, Assam
2824;Sister Shalini;editor;October  5, 2007;Disposed of with directions;Press and Defamation;AnnualReport2008;Muzaffarpur, Bihar;2503;Complaint of Sister Shalini, H.C., Headmistress, St. Teresa's Girls High School, Bettiah, West Champaran, Bihar against the editor, Dainik Jagran, Muzaffarpur, Bihar
2826;Sister Shalini;editor;October  5, 2007;Disposed of with directions;Press and Defamation;AnnualReport2008;Muzaffarpur, Bihar;2504;Complaint of Sister Shalini, H.C., Headmistress, St. Teresa's Girls High School, Bettiah, West Champaran, Bihar against the editor, Hindustan, Hindi Daily, Muzaffarpur, Bihar
2834;Mr. Ashok Basappa Udyavar & others;Buland Times;October  5, 2007;Censured;Press and Morality;AnnualReport2008;Maharashtra, Thane;2512;Complaints of Mr. Ashok Basappa Udyavar & others and Mrs. Sheetal Vivek Mehta, Vasai & others, Thane, Maharashtra against Maharashtra Buland Times, Thane, Maharashtra
2835;Mrs. Sheetal Vivek Mehta;Buland Times;October  5, 2007;Censured;Press and Morality;AnnualReport2008;Maharashtra, Thane;2512;Complaints of Mr. Ashok Basappa Udyavar & others and Mrs. Sheetal Vivek Mehta, Vasai & others, Thane, Maharashtra against Maharashtra Buland Times, Thane, Maharashtra
2856;Shri Heera Lal;Editor;August 7,2001;Disposed of with directions to publish rejoinder;Press and Defamation;AnnualReport2002;Bareilly, U.P;2536;Complaint of Shri Heera Lal, S.D.M., Bahedi, Bareilly, U.P. against the Editor, Amar Ujala, Bareilly.
2858;Shri Heera Lal;Editor;August 7,2001;Disposed of with directions to publish rejoinder;Press and Defamation;AnnualReport2002;Bareilly, U.P;2537;Complaint of Shri Heera Lal, S.D.M., Bahedi, Bareilly, U.P. against the Editor, Amar Ujala, Bareilly.
2862;Shri C.A;Editor;August 7,2001;Proceedings dropped;Press and Defamation;AnnualReport2002;Karnataka;2541;Complaint of Shri C.A: Poovaiah, Kumboor, Karnataka against Editor, Poomale, Virajpet.
2880;Anita Mukheeja;Diler Samachar;February 25, 2002;Upheld;Press and Defamation;AnnualReport2002;Delhi;2558;Complaint of Dr. Ajay Mukheeja and Dr, (Mrs.) Anita Mukheeja, Subzi Mandi, Delhi against Diler Samachar, Hindi Weekly, Delhi.
2879;Dr. Ajay Mukheeja;Diler Samachar;February 25, 2002;Upheld;Press and Defamation;AnnualReport2002;Delhi;2558;Complaint of Dr. Ajay Mukheeja and Dr, (Mrs.) Anita Mukheeja, Subzi Mandi, Delhi against Diler Samachar, Hindi Weekly, Delhi.
2885;Shri Shankarachari;Editor;February 25, 2002;Upheld;Press and Defamation;AnnualReport2002;Karnataka;2566;Complaint of Shri Shankarachari, Secretary, Malinajooganahalli, Gram Panchayat, Karnataka against the Editor, Veera Sindhura Lakshmana.
2893;Registrar;Editor;February 25, 2002;Dismissed;Press and Defamation;AnnualReport2002;;2575;Complaint of Registrar, Cochin University against the Editor, Chandrika.
2916;Ms. Sheikh Sameena Begum;Muqaddas;Commissioner of Police, Headquarter, Amravati, Maharashtra against Editor, Jan Madhyam, Amravati.;Dismissed;Press and Defamation;AnnualReport2002;;2601;Complaints of Shri Syed Zafar, Sheikh Azharuddin, Ms. Sheikh Sameena Begum, Students, Dr. Babasaheb Ambedkar Marathwada University, Aurangabad against Muqaddas.
2915;Sheikh Azharuddin;Muqaddas;Commissioner of Police, Headquarter, Amravati, Maharashtra against Editor, Jan Madhyam, Amravati.;Dismissed;Press and Defamation;AnnualReport2002;;2601;Complaints of Shri Syed Zafar, Sheikh Azharuddin, Ms. Sheikh Sameena Begum, Students, Dr. Babasaheb Ambedkar Marathwada University, Aurangabad against Muqaddas.
2914;Shri Syed Zafar;Muqaddas;Commissioner of Police, Headquarter, Amravati, Maharashtra against Editor, Jan Madhyam, Amravati.;Dismissed;Press and Defamation;AnnualReport2002;;2601;Complaints of Shri Syed Zafar, Sheikh Azharuddin, Ms. Sheikh Sameena Begum, Students, Dr. Babasaheb Ambedkar Marathwada University, Aurangabad against Muqaddas.
2936;Pt. S.L. Vyas;Rajasthan Patrika;March 30, 2007 ;Dismissed for Lack of substance;Principles and Publications;AnnualReport2007;Rajasthan, Jaipur;2627;Complaint of Pt. S.L. Vyas, Pt. S.L. Vyas Sansthan, Phalodi, Rajasthan against the editors, Rajasthan Patrika, Jaipur, Dainik Navjyoti, Ajmer and Dainik Bhaskar, Jodhpur.
2937;Pt. S.L. Vyas;Rajasthan Patrika;March 30, 2007 ;Dismissed for Lack of substance;Principles and Publications;AnnualReport2007;Rajasthan, Jaipur;2627;Complaint of Pt. S.L. Vyas, Pt. S.L. Vyas Sansthan, Phalodi, Rajasthan against the editors, Rajasthan Patrika, Jaipur, Dainik Navjyoti, Ajmer and Dainik Bhaskar, Jodhpur.
2941;Shri Meghraj Hajarimal Jain;Bhaskar;July 12, 2006 ;Withdrawn ; Press and Defamation ;AnnualReport2007;;2633;Complaint of Shri Meghraj Hajarimal Jain, President, Rashtriya Bahu Samaj Sewa Udeshiya Sanstha against Bhaskar, Dainik Nagpur. 
2942;Shri Meghraj Hajarimal Jain;Dainik Nagpur;July 12, 2006 ;Withdrawn ; Press and Defamation ;AnnualReport2007;;2633;Complaint of Shri Meghraj Hajarimal Jain, President, Rashtriya Bahu Samaj Sewa Udeshiya Sanstha against Bhaskar, Dainik Nagpur. 
2943;Shri Meghraj Jain Hajarimal;Deshonnati;July 12, 2006 ; Dismissed with observations ; Press and Defamation ;AnnualReport2007;;2634;Complaint of Shri Meghraj Jain, Hajarimal President, Rashtriya Samaj Bahu Udeshiya Sewa Sanstha against Deshonnati, Daily Nagpur.
2968;Shri Ganesh Singh;Samaria Express;October 16, 2006;Closed with advise; Press and Defamation ;AnnualReport2007;Delhi;2672;Complaint of Shri Ganesh Singh, M.P. New Delhi against Samaria Express, Samaria.
