Person;Affiliation;PrimaryKey
Editor; India Today;2548
Shri Deepak Chabria; Chairman Employment Promotion Council of Indian Personnel;2550
Shri Deepak Chabria; Chairman Employment Promotion Council of Indian Personnel;2551
Ms. K.R. Moghe; Stree Mukti Andolan Sampark Samiti;2552
Sanjay Bhusreddy; IAS;2553
Dr. O.P. Agnihotri; Managing Joint Director U.P. Bhoomi Nigam;2554
Editor; The Tribune;2559
Editor; Times of India;2560
Editor; Economic & Political Weekly;2561
Shri Sate Singh Rana; Member BJP;2562
Shri Sandeep Jena; Editor Delta Square;2563
editor; Employment News;2564
Hon. Secretary; Sahyagiri Co-operative Housing Society;2567
Smt. Deenaben Dhandhukiya; Proprietor Sai Pooja Enterprise;2568
Shri Pradyumna Sahastabhojanee; Architect-Urban Designer;2570
Shri Meghraj Hajarimal Jain; President Rashtriya Bahu Samaj;2571
Shri Meghraj Jain; Rashtriya Samaj Bahu Udeshiya Sewa Sanstha;2572
Hajarimal President; Rashtriya Samaj Bahu Udeshiya Sewa Sanstha;2572
Deshonnati; Daily Nagpur;2572
Shri Ravinder Diwedi; Bhrastachar Nirmulan Samiti;2574
Dr. Ram Lakhan Singh; Principal Chief Conservetor of Forest;2575
"Shri Shailander Yadav ""Lalai"""; Minister of State Social Welfare Government of Uttar Pradesh;2576
"Shri Shailander Yadav ""Lalai"""; Minister of State Social Welfare Government of Uttar Pradesh;2577
Shri Shatrughan Singh Chauhan; Journalist and former General Secretary Samajwadi Party;2581
Dr. S.R.Niranjan; Managing Director Sun India Pharmacy Pvt. Ltd.;2583
Regional Manager; (PR & Publicity) LIC of India;2584
Shri Kishore Virwani; M/s Laxmi Water Industries;2585
Shri T. Pitchandi; IAS;2586
Ms. R. Chandra; VicePresident All India Democratic WomenAssociation;2587
Dr. M.L. Khanna; General Secretary DAV College Trust and Management Society;2588
Chief Administrative Officer; Indian Veterinary Research Institute;2589
Shri Manibhushan Tiwari; Inspector Food and Supply;2590
Shri Jagdish Deol; General Secretary DAV College Managing Committee;2591
Shri Y.Anil Kumar; IPS;2592
Janamabhoomi; Malayalam Daily;2592
Editor; Ulhas Champion;2594
Editor; Ulhas Champion;2595
Editor; The Times of India;2596
Editor; Metro Chembur;2598
Editor; Ghati Ka Bharat;2599
Shri Rajender Singh; Secretary District Redcross Society;2600
Editor; Punjab Kesari;2600
ShriVijay Kumar Khetrapal; Secretary U.P. Advertisers Association;2601
Editor; Hira Times;2601
Editors; (i) Public News;2602
Principal; Government Women College;2603
Principal; Government College;2604
Editor; Dainik Bhaskar;2604
Dr. T.B. Singh; Joint Director (Admn.) Institute of Human Behaviour & Allied Science;2605
Director; Indian Institute of Aircraft Engineering;2606
Dainik Lok Mitra; Pratapgarh U.P. and D.I.O.;2607
Shri Tasneem Ahmed; Chief Conservator of Forests;2613
Editor; Lokmat;2613
Shri Tasneem Ahmed; Chief Conservator of Forests;2614
Editor; Lokmat;2614
Shri Tasneem Ahmed; Chief Conservator of Forests;2615
Editor; Lokmat;2615
Shri Shaifur Rahman; Proprietor Asha Arts;2616
Shri J.V. Chalapathirao; District Public Relations Officer;2617
Yadhardha Godhala; Telugu Evening daily;2617
Sanjeeva; Telugu Evening daily;2617
Rupam Vaarathi; Telugu Evening daily;2617
Smt. Qamar Jehan Kausar; Owner of Metro Lodge;2618
Shri M.A. Basith; IPS;2619
Shri Narsimha Reddy;of Prisons and Correctional Services;2620
D.G.;of Prisons and Correctional Services;2620
I.G.;of Prisons and Correctional Services;2620
Shri M.A. Basith; IPS;2621
Shri M.A. Basith; IPS;2622
I.G; of Prisons and Correctional Services;2622
Shri M.A. Basith; IPS;2623
Shri M.A. basith; IPS;2624
Shri Na simha Reddy; of Prisons and Correctional Services;2625
D.G.; of Prisons and Correctional Services;2625
I.G; of Prisons and Correctional Services;2625
Shri M.A. Basith; IPS;2626
Shri M.A. Basith; IPS;2627
Shri Narsimha Reddy; and I.P.S D.G.;2628
Shri M.A. Basith; and I.G. IPS;2629
Shri M.A. Basith; IPS;2630
Shri M.A. Basith; IPS;2631
Secretary; Ootcamund Club;2633
Shri Sandeep Rai Rathore; IPS;2635
Shri S.M.Pasha; Convenor Shariath Protection Council;2636
Father Paul G.D. Cunha; Parish Priest Our Lady of Victories Church;2637
Dr. V.B. Tharakeshwar; Lecturer Department of Translation Studies;2638
Dr. V.B. Tharakeshwar; Lecturer Department of Translation Studies;2639
Dr. V.B. Tharakesłiwar; Lecturer Department of Translation Studies;2640
Shri Om Prakash; Inspector General of Police;2641
Secretary; Krishi Utpadan Mandi Samiti;2644
Shri Hari Shankar Shukla; Commercial Superintendent Eastern Railway;2645
Shri Vir Bahadur Singh; Superintendent of Police;2646
Smt. Atul Sharma; Secretary Sankalp Shiksha Prasar Samiti;2648
Smt. Atul Sharma; Secretary Sankalp Shiksha Prasar Samiti;2649
Deputy Director; I & PR Department;2650
Shri Vishwas Kumar;Pro. U&H Polio Hospital;2651
Smt. V. Usha Rani; IAS;2652
Shri D.S. Murthy; former Commissioner & Director of Marketing Govt. of Andhra Pradesh;2653
Shri D.S. Murthy; former Commissioner & Director of Marketing Govt. of Andhra Pradesh;2654
Shri D.S. Murthy; former Commissioner & Director of Marketing Govt. of Andhra Pradesh;2655
Shri Rajendra P. Chitale; Managing Partners M.P. Chitale & Сo.;2657
Ms. Sheela Patel; Director Society for Promotion of Area Resources Centre;2658
Deputy General Manager (Legal); South Eastern Coal Fields Ltd.;2659
Shri Ravi Kumar Sharma; Partner M/s Adhunik Alankar Bankers & Jewellers;2660
editor; Dainik Jagran;2661
Shri D.C. Pandey; Information District Officer;2662
Shri S. Krishnananda Partner; Chatra Durgamba Motors;2663
editor; Kannada Vidhatha;2663
editor; Gujarat Samachar;2664
Dainik Ganadoot; Bengali Daily;2665
Shri Kumod Kumar; Police Sub Inspector;2669
Shri B.S.P. Roy; Jt. Commissioner of Commercial Taxes;2670
Shri J.C. Mohapatra; Chief of Communication SAIL;2671
U.K.Thakur; Manager Bihar State Hydroelectric Power Corporation;2672
Shri B.K. Sinha; Income Tax Officer;2673
Shri Hari Mohan Sharma; Dy. Director Bhilwara Khadi Gramodyog Board;2677
Shri Hari Mohan Sharma; Dy. Director Bhilwara Khadi Gramodyog Board;2678
editor; Inside Report;2678
editor; Patrika;2681
editor; Dashpur Express;2682
Dr. Smt. Chandra Saita; Assistant Director (Rajbhasha) Employees Provident Fund Organisation;2683
Shri S.K. Taran; Manager Jila Sahakari;2684
editor; Rashtriya Hindi Mail;2685
Dainik Bhaskar; Satna;2686
editor; Jansatta Express;2687
Dr. C.D. Narshimha Reddy; Editor Public Relations Voice;2691
Editor; Economic Times;2691
Shri Sanjay Kumar Bansal; Advocate/Chairman Desh Kalyan Samiti;2692
Shri Sanjay Kumar Bansal; Advocate/Chairman Desh Kalyan Samiti;2693
Shri Sanjay Kumar Bansal; Advocate/Chairman Desh Kalyan Samiti;2694
Prof. D.P.S. Verma; Delhi School of Economics;2695
Shiv Ranjan Singh; President Aasra Samajik Seva Sanstha;2696
President; Bhartiya Sanskriti Vikas Sanstha;2698
editor; Rajasthan Patrika;2698
President; Bhartiya Sanskriti Vikas Sanstha;2699
President; Bhartiya Sanskriti Vikas Sanstha;2700
Shri Tarlochan Singh; Chairman National Commission for Minorities;2702
Shri Abdul Rahim Quraishi; All India Muslim Personal Law Board;2706
Assistant General Secretary; All India Muslim Personal Law Board;2706
Dr. Krishen Kak; IAS;2707
Dr. Krishen Kak; IAS;2708
Shri V.H. Dalmia; President Vishva Hindu Parishad;2709
Shri V.H. Dalmia; President Vishva Hindu Parishad;2710
Shri Mongwati Aier; Deputy Resident Commissioner Nagaland House;2713
editor; North East Herald;2713
editor; TheAsian New Delhi;2714
Dr. Dharmvir; Secretary Paropkarini Sabha;2715
Ajmer editor; Dainik Jagran;2715
Sh. B K Tiwari; Execu-tive Editor The Deshbandhu;2717
Editor; Dainik Jagran;2718
Mr. Justice P Kodanda Ramayya; Chairman Special Court;2719
Mr. Justice P. Kodan-da Ramayya; Chairman Special Court;2720
Chairman; Board of Electro Homoeopathic Medicine;2725
District Secretary;of Bihar State Non-gazetted Employees Federation;2726
Editor; Agradoot;2727
General Manager & Reporter;of Bennett Coleman & Co. Ltd.;2729
Editor; Parivartan Bharti;2730
Sh. B K Tiwari; Execu-tive Editor The Deshbandhu;2731
Sh. PR Kapoor; Way Inspector Northern Railway's;2732
Chief Executive; Chitralekha a Gujarat: News Week-ly;2736
Sh.K.C John; Direc-tor Institute of Journalism;2739
Sh. K.C. John; Director Institute of Journalism;2740
Sh. K.C. John; Director Institute of Journalism;2741
Sh.K.C John; Thiruvananthapuram Malayala;2742
Sh.K.C John; Direc-tor Institute of Journalism;2743
Sh. K.C John; Director Institute of Journalism;2744
Sh. K.C John; Direc-tor Institute of Journalism;2745
Sh. Zameer Ahmed Jumlana; Member Indian Union Muslim League;2746
Sh. U.S. Pandey; Telecom District Engineer;2749
Nayab Haider Rizvi; Editor Dost Ki Baat;2750
Sh. Tapan K. Bose; Committee for Initiative on Kash-mir;2751
Sh. H.N. Gohain; Professor of English Guwahati University;2752
Sh. Sukesh C Kajuria; President National Youth Forum;2753
Sh. R L Kain; General Secy. Vichar Manch;2754
Dr. B. R. Ambedkar; Vichar Manch;2754
Sh. R L Kain; General Secy. Dr. BR Ambedkar Vichar Manch;2755
Sh. R L Kain; General Secy. Dr. BR Ambedkar Vichar Manch;2756
Sh. Mohinder Singh Chawla; Secretary Gurudwara Singh Sabha;2757
Sh. Syed Barkat Ali; Chairman Anjuman-Milat-elsamia;2758
Sh. D.D.Goyal; Com-mercial Department;2761
Sh. D D Goyal; Com-mercial Department;2762
Mrs. Manju Sharma; General Secretary U.P Congress Committee;2763
Mrs. Manju Sharma; General Secretary U.P. Congress Committee;2764
Mrs. Manju Sharma; General Secretary U.P. Congress Committee (I);2765
Mrs. Manju Sharma; General Secretary U.P Congress Committee;2766
Mrs. Manju Sharma; General Secretary U.P. Congress Committee;2767
Dainik Paschim Jyoti; Hindi daily;2768
Sh. S. Venugopalan; Trustee Life Eternal Trust;2770
Sh. S Venugopalan; Trustee Life Eternal Trust;2771
Sh. S. Venugopalan; Trustee Life Eternal Trust;2772
Sh. P. Shiv Shankar; Rajya Sabha;2773
M.P.; Rajya Sabha;2773
Sh. P. Shiv Shankar; Rajya Sabha;2774
M.P.; Rajya Sabha;2774
Sh.Prahlad Mishra; SSI;2778
Sh. Shankar Singh; Advocate;2779
Sh. Shankar Singh; Ad-vocate;2780
Sh. Shankar Singh; Advocate;2781
The Chief Editor; Rajasthan Kesari;2783
Sh. M. H. Hedaoo; Executive Officer Nagpur Improve-ment Trust;2786
Editor; Vidarbha Chandika;2786
Sh. K.C. Arora; Press Reporter;2787
Mr. Balvinder Singh Khosa; District Youth Co-Or-dinator;2792
Shri Naresh Kumar Sharma;c/o Shiv Diary;2794
Shri Madhukar Tan-don; IPS;2795
Chairman; Jai Hind Educational Trust;2797
Pandit Dayanand Jha;Priest Shiva Shani Mandir;2798
Editor; Nav Bharat Times;2798
Pandit Dayanand Jha; Priest Shiva Shani Mandir;2799
Editor; Times of India;2799
Sh. Zahir Zaidi; Shia Point;2800
Sh. Shyam Aggarwal; Treasurer Jan Adhikar Abhiyan;2801
Sh. Shyam Aggarwal; Treasurer Jan Adhikar Ab-hiyan;2802
Sh. Kamta Prasad Push-pak; Press Reporter;2803
Sh. G. Velot; Project Director Dumez Sogea-Borie-Sac;2804
Sh. Mahendra Kumar; Proprietor Shankar Namkeen Bhandar;2805
Sh. Mahendra Kumar; Proprietor Shankar Namkeen Bhandar;2806
Shaikh Mahboob; Press Reporter;2807
General Secretary; Beconganj Goldsmith Union;2813
Nadeem; Urdu daily;2815
Sh. M A Hadi; Secretary HEH The Nizam's Trust;2816
Sh. S R Kaushal; General Secretary Silver Stone Co-operative Society;2819
Sh. K. K. Arora; Vice Chairman J N Educational Society;2822
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2823
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2824
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2825
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2826
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2827
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2828
Sh. Prasanta Chatterjee; President East Calcutta District Sports Council;2830
Editor; The Times of India;2833
Chief Editor;of Pratah Kamal;2835
Sh. Chandra Sarma; Soil Conservation Department;2836
Joint Director; Soil Conservation Department;2836
Sh. Giriwar Pandey; Minister of State Institutional Finance Programme Implementation and Industries;2837
Sh. S. P. Gupta; Acting C&MD Bongaigaon Refinery & Petrochemicals Ltd.;2839
Sh. M. L. Devnath; Maark Pharmaceuticals;2840
Sh. B. K Singh; Branch Manager Bank Pirari;2841
Secretary; The Bal-Bhawan Society;2845
Sh. S. C. Parasher; Secretary General Indian Council of World Affairs;2846
Sh. Saran Prasad; Chairman Town Area Committee;2847
Deputy General Manager; Indian Ordnance Factory;2851
Director; G. B. Pant Hospital;2852
Sh. S.F.H. Naqvi; President Doordarshan News Professionals Association New Delhi;2854
Sh. D. N. Bhatt; Regional Director Forest Conser-vation;2855
Sh. S. Ramakrishnan; the then I G Police Pondicherry;2856
Sh. Mohinder Singh Chawla; Secretary Gurudwara Singh Sabha;2857
Sh. Mohinder Singh Chawla; Secretary Gurudwara Singh Sabha;2858
Secretary; Matru Sewa Sangh;2859
Secretary; Matru Sewa Sangh;2860
The President; Gondwana Samaj;2866
The President; Gondwana Samaj;2867
The President; Gondwana Samaj;2868
The President; Gondwana Samaj;2869
Office Manager;of the Simbhaoli Sugar Mills Limited;2870
Sh. S. S. Bisht; Manager Garhwal Mandal Vikas Nigam Ltd.;2871
Sh. D P Singh; Deputy Director National Soil Con-servation (Agriculture) Directorate;2872
Sh. D. P. Singh; National Soil Conservation (Agriculture) Directorate;2873
Deputy Director; National Soil Conservation (Agriculture) Directorate;2873
Sh. J. P. Bhatnagar; Editor Mastana Jogi;2876
Secretary; Keshtriya Sri. Gandhi Ashram;2877
Chief Editor; Warning Express;2877
Sh. Geeta Prasad Singh; General Manager District Industries Centre;2878
Dr. S. K. Kacker; Director AIIMS;2880
Execu-tive Editor;and Reporter of Indian Express;2880
Shri. Joseph Dias;Special Executive Magistrate and President of Christian Revival Oriented Social Service Bombay;2881
Sh. Dinesh Bhai Trivedi; M.P. Rajya Sabha;2882
Shri Dinesh Bhai Trivedi; MP Rajya Sabha;2883
Sh. Ramchander Choudhary; Director General I&PRD;2886
Sh. V.B. Sinha; Vice-Chancellor National University of Electro Complex Homeopathy;2889
Dr. K.N. Pandey; Works Manager/Admn. Ordance Factory;2891
Shri Rajiv Gautam; Chairman & MD Jabalpur Tractors Ltd.;2892
Sh. C.K. Shinde; Instructor Home Guard;2893
Smt. Malati Shivashankar Pol; Assistant Director Women & Child Welfare Department;2894
Dr. Ravishankar; Deputy Director Department of Animal Husbandary;2895
Sh. Akhtar Hussain; President Samajwadi;2898
Akhtar Ansari; President Samajwadi;2898
Sh. Bhawani Singh; Regional Manager JVG Finance Ltd.;2899
Dr. N.K. Grover; National President Indian Medical Association;2900
Dr. Vijay Kumar Arora; Chairman Department of Surgery;2901
Ms. Bindia Sahagal; Project Manager Wildlife Protection Society of India;2902
Dr. Banwari Lal; Director Delhi Public Library;2903
Sh. V Sarma Rao; IAS;2904
Sh. R.S. Gupta; Inspector General of Prisons;2906
Sh. Sunil Kumar; Law-Office-cum-Public Relations Officer;2907
Sh. D Mukopadhyay; Director Public Relations Ministry of Railways;2908
Sh. F Pahnuma; Managing Director DSCF & DC;2909
Sh. Shoyab Ahmed;through SA Siddiqui & Associates;2911
Sh. R Poornalignam; IAS;2913
Sh. S Ramasundram; IAS;2913
Sh. S Anandaram; IPS;2915
General Secretary; Consumer's Assistance & Welfare Centre;2916
Sh. B Pal; Secretary GMSD Workers' Union;2917
Sh. S Bandyopadhyay; GMSD Employees Union;2917
Dr. Ishwar Singh; Head of the Journalism and Mass Communication Department;2920
Sh. Karamjit Singh; President Sunnyvilla Co-operative House Building Society Ltd.;2921
Sh. I M Mathur; Executive Engineer Transport Centre Division;2922
Smt. Mallo Rani; General Secretary Social Education Teachers Association;2923
Sh. Ranbir Singh; General Manager (Excise) Government of NCT to Delhi;2924
Sh. Anand Singh Bisht; Secretary Jakeshwar Shikshan Sansthan;2930
Sh. H.H. Kidwai; Sr. General Manager Malvika Steel Ltd.;2931
Prof. S.B. Singh; Chief Director Finance and Management Institute;2933
Sh. Justice R.B. Mehrotra;(Retd.) President People Union for Civil Liberties;2934
Sh. Suresh Akhouri; President Indian Journalists Union;2935
Editor; The Times of India;2935
Sh. S.K. Pandey; President Delhi Union of Journalists;2936
Editor; The Times of India;2936
Sh.M.K. Jos; Member & Spokesman All Goa Citizens for Social Justice & Action;2938
Sh. S.S. Kamath; Secretary ICDS Ltd.;2940
Shri S S Kamath; Secretary ICDS Ltd.;2941
Sh.S Ramakrishna; Supdt. of Police;2942
Sh.S Ramakrishna; Supdt. of Police;2943
Sh.K. Thirumalai; Director (Technical) Finolex Industries Ltd.;2944
Dr. PK Singhai; Medical Officer Cantt. Central Hospital;2946
Shri Anil Tripathi; Bureau Chief Dainik Bhaskar;2947
Shri Sunil Agnihotri; Sub-Editor Dainik Bhaskar;2948
Sh.KL Khairkar; Sr. Supdt. of Post Offices;2950
Smt. Sunanda Das; Secretary Blue Cross Society of Pune;2952
Thakur Chandra Bhushan Singh; Hony. Secretary Deep Sahakari;2959
Sh.J.S. Majumdar; Secretariat Member Bihar State Committee;2960
Sh. Er. Hukum Meena; IAS;2961
Sh.Zakar Hussain; Director National Education Foundation;2963
Sh. B.K. Kaul; Cantonment Executive Officer;2964
Sh.K.G. George; Managing Trustee Bethal Charitable Trust;2965
Sh. Amar Singh Nishad; Advocate;2967
Sh. Amar Singh Nishad; Advocate;2968
Prof. Manubhai Shah; Managing Trustee Consumer Education and Research Centre;2969
Chairman; Sharda Shiksha Samiti;2970
Chairman; Sharda Shiksha Samiti;2971
Thakur Chandra Bhushan Singh; Hony. Secretary Deep Sahakari Grih Nirman Samiti Simit;2972
Sh. Vinayak Nikam; Shiv Sena;2974
Sh.Shivajirao Lomte; Advocate and Notary Public;2975
Sh. Anil Kumar Tripathi; Correspondent Dainik Bhaskar;2976
Sh. Ashok Noronha; Director M.P.Laghu Udyog Nigam Ltd.;2977
Editor; Nav-bharat Times;2981
Sh. C Chennigappa; MLA;2982
Sh. Ram Prakash; Under Secretary Lucknow Development Authority;2984
Sh. Ashok Bhattacharya; Minister-in-charge Municipal Affairs Department;2986
Editor; Ananda Bazar Patrika;2986
Sh. Mahabir Singh; Additional Deputy Commissioner of Police (Security);2990
Major B.D. Gupta; Superin-tending Engineer Constn. Circle No. 1;2991
Dr. S.E. Anjaneyulu; Manjary Nursing Home;2993
Dr. S.E. Anjaneyulu; Manjary Nursing Home;2994
General Manager; Telecommunications;2995
Mrs Rachel Chatterjee; IAS;2996
Smt. Rita Verma; M.P. through Supreme Court;2997
Smt. Suchitra A Chitala; Advocate Supreme Court;2997
Sh. V.K. Duggal; IAS;2998
Dr. Tariq Mansoor; Secretary AMU Staff Association & Club;2999
Sh. Balraj Puri; Working Chairman Regional Autonomy Committee;3000
Director, Public Relations; Chandigarh Administration;3001
Dr. Dinesh Chandra; Director G.B. Pant Hospital;3002
Sh. Hardev Singh; Ghaziabad Municipal Corporation;3003
Chief Municipal Officer; Ghaziabad Municipal Corporation;3003
Editor; Dainik Hint;3003
Sh. Hamid Hussain; Incharge Telephone Centre;3004
Sh. Arvind Kumar, Jr.; Telecommunication Officer;3008
Editor; Doon Dwar;3008
Shailendra Dixit; Chief Editor Dainik Aaj.;3010
Sh. Nirmal Kumar Joshi; Member Zila Panchyat;3012
Sh. Arun Sinha; Navhind Papers & Publications Ltd.;3014
Sh. S.C. Gupta; Director Baron International Ltd.;3015
Smt N Laxmi Parvathi; President NTR Telegu Desam (LP);3016
Sh. V Ramachandraiah; IPS;3017
President; ISKCON;3020
Sh. Y Baburaju; Sub-Inspector Police Station;3023
Shri R.K. Prasad Rao; First Division Officer;3024
Shri S.N. Linga Raju; Police Constable;3025
Sh. Philipose Mathew; Reporter Coffee Land Newspaper;3026
Sh. Philipose Mathew; Reporter Coffee Land Newspaper;3027
Shri Ashok Dhafwad; Ex-MLA;3029
Sh. Ashok Dhawad; Ex-MLA;3032
Shri Dev R Sud; Senior Vice President Finolex Industries Ltd.;3033
Shri A.B. Malekar; Secretary Maharashtra Public Service Commission;3034
Sh. Samasekhar Sundram; Junior Assistant Editor The Times of India;3035
Sh. Samasekhar Sundram; The Times of India;3036
Junior Assistant Editor; The Times of India;3036
Shri Kumar Shinde; Superintendent of Police;3037
Editor; Marathi Daily;3037
Dr. B.K. Upadhyay; Superin-tendent of Police;3040
Sh. Mohan J Purswani; General Secretary Akhil Bhartiya Sena;3041
Sh. M.G. Wagle; Chairman Consumer Guidance Society of India;3042
Smt. Shyama Parkhi; Councillor Municipal Council;3043
Chief General Manager; South Eastern coalfields Ltd.;3044
Sh. Koteshwara Rao Cetty; Superintendent Industrial Tribunal-cum-Labour Court;3050
Sh. R.S. Arora; Hon. Secretary N.S.C.T. Mumbai;3051
Ms. Sumita Singh; Administrator HUDA;3054
Ms. Sumita Singh; Administrator HUDA;3055
Ms. Margaret Alva; M.P.;3056
Ms. Margaret Alva; M.P.;3057
Dr. R. K. Nayak; IAS;3060
Sh.S.S. Gill; Ex-Chief Executive Prasar Bharati;3061
Sh. R.S. Arora; The National Sports Club of India;3062
Hon. General Secretary; The National Sports Club of India;3062
Sh. Kalyan Sen Gupta; Principal Kamla Devi Sangeet Mahavidhayalaya;3064
Sh. V.K. Sharma;. Deputy General Manager Tansen Hotel;3065
Sh. Ramji Mahajan; Minister for Jail & Backward Community Welfare;3066
Dr. J.K. Dani; President Indian Medical Association;3067
Sh. Sharat Chandra Jethi; Sr. Divisional Commercial Manager Central Railway;3068
Sh. Pawan Kumar Bansal; Chief Executive Capital Meters Ltd.;3069
Sh. Subhash Saxena; Additional Chief Judicial Magistrate Railway;3072
Sh. Satish Girja; Secretary Nav Bharat Jagriti Kendra;3074
District Magistrate;and Superintendent of Police;3076
Sh. Anoop Kumar; Telecom District Engineer;3077
Sh. Suresh Chandra Jha; Vice President Dhanbad District Congress Committee;3078
Sh. SS Mehta; Member Krishi Utapadan Bazar Samiti;3080
Sh. S K Das; Secretary ITC;3082
Sh. Suren Kumar Dash; IAS;3085
Sh. Suren Kumar Dash; OAS;3086
Sh. Suren Kumar Dash; OAS;3087
Principal; DIET;3095
Principal; DIET;3096
Shilpa Bharati; Bengali Fortnightly;3100
Sh. Vikas Deshlehra; Dhar Coal Products (P) Ltd.;3104
Sh. Doman Singh Nagpure; MLA M.P.;3105
Sh. Mohd. Haneef Siddiqui; Advocate;3109
Sh. Dinesh Jain; Flex Group of Industries;3110
Vice President; Flex Group of Industries;3110
Sh. Rajesh Kumar; General Manager Telecom;3112
Sh. DK Choudhary; Under Secretary to the Government of Assam;3116
Sh. Pahlajraj Bhawandas Vanjani; President Central Panchayat;3117
Fr. Alex Gabriel; Catholic Ashram;3118
Col. S Chaudhary; Eastern Command;3119
Fr. Thomas Anchanikal; Administrator St. Michael's Cathedral;3120
Fr. Thomas Anchanikal; Administrator St. Michael's Cathedral;3121
Sh. Ashish Gupta; Superin-tendent of Police;3122
Sh. Ashish Gupta; Superintendent of Police;3123
Shri P.K. Chatterji; Eastern Railway;3136
Div. Railway Manager; Eastern Railway;3136
Shri Sudhir Ranjan Majumdar, M.P.; Rajya Sabha;3138
Secretary; State Elec-tion Commission;3139
Asomiya Pratidin; Assamese daily;3139
Managing Editor; The North-East Times;3141
Shri Jyotidev Goswami; North-East Frontier Railway;3142
Chief Public Relations Officer; North-East Frontier Railway;3142
Shri Atul C. Marak; Hon'ble GAD Minister Govt. of Meghalaya;3143
Dr. V.R. Gudka; President Nadiad Medical Associ-ation;3145
Dr. K.D. Jeswani; M.P. Lok Sabha;3145
Managing Director; Kadamba Transport Corporation Ltd.;3146
Shri M.K. Jos; Mem-ber & Spokesman All Goa Citizens Committee for Social Justice & Action;3147
Shri C.L. Banthia; Company Secretary Eureka Forbes Ltd.;3148
Shri C.K. Raolji; MLA;3149
Chief Public Relations and Publicity officer; LIC of India;3150
Shri P. Khanna; Director National Environmental Engineering Research Institute;3151
Shri Chainsukh Sancheti; MLA;3152
Shri M.D. Shaikh; Editor Bandhuprem;3153
Shri Gulamus Saklain; Proprietor Taj Opticals;3155
Dr. K.N. Pandey; Works Manager (Admn.) Ordnance Factory;3156
Addl. General Manager PER; Ordnance Factory;3157
Dr. K.N. Pandey; Works Manager (Admn.) Govt. of India;3159
Shri George Verghese; General Manager Indian Express (Bombay) Ltd.;3163
Shri G.D. Pol; Office of the Commissioner and Special IGP;3165
Shri George Pinto; M/s. Print India;3170
Shri K.R. Deshmukh; Secretary Maharashtra State Service Commission;3171
Shri K.R. Deshmukh; Secretary Maharashtra State Service Commission;3172
Shri K.R. Deshmukh; Secretary Maharashtra State Service Commission;3173
Shri K. Somanathan; General Manager Godrej Soap Ltd.;3176
Shri S.H. Akhtar; President Waqf;3177
Shri Raghunath Patnaik; Minister for Law Govt. of Orissa;3178
Mr. Justice D.S. Mathur; Chief Justice U.P.;3179
Shri Gurmal Singh; Journalist Jagbani;3182
Shri Rakesh Kumar; Singla Enterprises;3184
Dr. N. K. Sharma; Reader Maths Department;3187
Shri Banwari Lal; Member Municipal Councillor;3188
Shri A.C. Padhi; Joint Secretary UPSC;3189
Shri A.C. Padhi; Joint Secretary UPSC;3190
Major General Vombatkere; Additional Directorate General Discipline & Vigilance;3191
Secretary & Fi-nancial Controller; Star Hotels Ltd.;3193
Mrs. Adarsh Misra; Joint Secretary Ministry of Health & Family Welfare;3194
Shri V.K. Saxena; Brig. DDGMIL;3195
Shri Sukdeo Paswan; M.P. Lok Sabha;3199
Shri P.P. Singh; Department of Education;3200
Dr.. Amit Banerjee; Prof. of Cardiothoracic Surgery G.B. Pant Hospital;3201
Editor; Hindustan Times;3201
Shri Bhagwandas; Devi Ahila Vishwavidhyalaya;3202
Shri Ramesh Chander Thagela; Infor-mation & Public Relations Depart-ment;3203
Assistant Director; Infor-mation & Public Relations Depart-ment;3203
Dr. Joginder Singh; Guru Nanak Homeo Clinic;3204
Shri R.P. Singh; Sr. Personnel Officer Obra Thermal & Hydel Projects;3205
Dr. (Smt.) Alka Sharma; Medical Officer Women's Hospital;3206
Shri Romit Chatterji; Vice President Corporate Affairs Shaw Wallace & Co. Ltd.;3207
Shri Sahbzada Md. Wasi Ahmed Shah; Secretary Mysore Family Fateha Fund Committee;3208
Secretary; Sub-Divisional Advocates Association;3209
Assistant Information Director; Govt. of U.P.;3211
Smt. Munni Devi Saini; President Nagar Palika Parishad;3212
Shri M.P. Jain; Consulting Engineer;3215
Shri Safdar Raza Khan; Former MLA;3216
Shri Swami Nath Nigam; Superintendent of Police;3217
Shri Raj Kumar; Ex-MP Lok Sabha;3218
Shri Sudhir Kumar; District Collector;3222
Director; J.E.E.;3223
Convenor; J.E.E.;3223
Director; J.E.E.;3224
Convenor; J.E.E.;3224
Shri Har Kanwal Korpal; Correspondent of Daily Ajit;3225
Proprietor; Navodaya Bal Vidhyalaya;3226
Shri S.P. Khadgawat; Additional Supdt. of Police;3227
Shri S.P. Khadgawat; Additional Supdt. of Police;3228
Smt. Nirmal Lathur; Distt. Education Officer;3229
Shri S.C. Chaturvedi; Vice President (Corporate Affairs) Som Distilleries Ltd.;3233
Chief Editor; Van Samudai Daily;3233
Shri J.C. Kabirpanthi; Administrative Officer Medical College Hospital Jabalpur;3234
