Person;Affiliation;PrimaryKey
Shri U.S. Singhal; Public News;995
Ms. Sushma Gaud; Senior PRO DMRC;995
Shri Amar Singh Johari; Editor Akhiri Koshish;996
Shri Kamal Bakshi; Editor/Publisher Divye Prabhat;997
Chief Secretary; Government of Uttar Pradesh;997
Shri Ramcharan Mali; Editor Vanvasi Express;998
Director; Information & Public Relations Department;998
Shri Anurag Shukla; Journalist Satta Express;999
Director; I&PRD;999
Shri Vinay Gupta; Indian Newspapers and Journalist Association;1000
Chief Secretary; Indian Newspapers and Journalist Association;1000
Director; I&PRD;1000
Shri Madan Verma; Editor Good Haryana;1001
Director; I&PRD;1001
Mohd. Abdul Azeem; Freelance Journalist;1002
Director, Public Relations Officer; Government of Andhra Pradesh;1002
Shri P.V. Ramana Rao; Correspondent PTI;1003
Shri Vishnu Dev; Press Reporter Satyagrah Weekly;1004
Shri Deepak Kumar; Employee of Toll Plaza;1004
Shri Manoj Kumar Aligarhi; Independent Photo Journalist;1006
Dr. M. Furquan; Media Report;1009
Shri Anshu Gupta; Reporter Bundelkhand Live;1010
Sh. Mahendra Singh; Publisher/Printer/Editor Kisholi Times;1011
Shri Harender Malik; Correspondent Dainik Shah Times;1012
Shri Ankit Rai; Bureau Chief Gaon Ki Khabar;1014
Shri Pradeep Kumar Srivastava; Distt. Correspondent/Accredited Reporter Dainik Lokmitra;1017
Shri Prakash Yadav; Conductor U.P. State Roadways Transport;1017
Shri Samir Paul; Editor/Publisher Daily Desher Katha;1018
Shri Vinay Kumar; Reporter Prabhat Khabar;1020
Shri Kamal Singh; District Public Relations;1020
Shri Sanjiv Nayan; Editor Samachar Varsha;1021
Shri Sanjeev Gupta; Correspondent Prabhat Khabar;1023
Shri Neeraj Kumar Yadav; MLA;1023
Shri Ram Shankar Yadav; Editor & Publisher Signet Times;1024
Director General;& Inspector General of Police;1024
Commissioner of Police;of Asansol-Durgapur Police;1024
Officer In-charge;of Durgapur Aurovindo Police Station;1024
Shri Rama Shankar Singh; Editor Nyaya Ki Kalam;1025
Chief Secretary; Superintendent of Police;1025
Secretary; Superintendent of Police;1025
DGP; Superintendent of Police;1025
Shri Moharram Ali; Editor Aatm Vishwas;1026
Shri Ajay Pratap Singh; District Supply Officer;1026
Shri Shrikant Dwivedi; Inspector In-charge Police Station-Nawabganj;1027
Shri Sayed Akhtar Ali; Correspondent U.P.;1028
Shri Usman; Owner Hoslitic Care Hospital;1028
Shri Rizwan; Owner and Hoslitic Care Hospital;1028
Shri Ajit Singh; Employee Hoslitic Care Hospital;1028
Smt. Jyoti Sharma; Assistant SBI;1029
Shri Bhismendra Kumar Pathak; P.O. in Gramin Bank;1029
Shri Amir Solanki; Editor Alert Team;1031
Shri Nashir Qureshi; Editor Satyam News;1032
Shri Rajender Duba; Executive Officer Office of Nagar Panchayat;1032
Shri Om Prakash Bahol; Editor Duniya Ek Nazar Mei;1033
Shri Kumar Nandan Pathak; Journalist through its Editor-In-Chief Gaon-Gaon ki Khabar;1034
Shri Akeel Ahmad; Assistant Director Information Department;1035
Shri K.R. Subramanian; Reporter Journal Juttysuns;1036
Shri H. Yunas; President Thendral News Editors Association;1037
Shri P. Sridhar; Vice-President (Advtg. & Mktg.) Jagati Publication Ltd.;1038
Shri Pranab Sarkar; General Secretary Tripura Journalist's Union;1040
Smt. T.R.Rizvi; Publisher Adab Times;1041
Director General; DAVP;1041
Smt. T.R.Rizvi; Publisher Trigut Dainik;1042
Officer; Information Department;1043
Shri Naresh Kumar Gupta; National Monthly Magazine;1044
Shri Pushkar Bajpai; Kanpur Mandal Prabhari;1045
Shri P.K. Singh; Deputy Director District Information;1045
Shri Vipin Bihari Tripathi; District Editor Trigut Dainik;1046
Shri Arvind Kumar Shukla; Editor/Publisher Weekly Daily Dehat Suryauday;1048
Dr. Jasim Mohammad; Bureau Chief;1080
Shri Nadeem Ansari; Former AMU Students Union;1080
Shri Santosh Kumar; Journalist N.L.N. Media;1081
Shri Ravindra Kumar; Editor & Managing Director The Statesman Kolkata;1082
Shri Balram Yadav; Correspondent Buddh Shanti Jan Sandesh;1084
Smt. Shruti Chada; Mandal Bureau;1085
Shri Rahul Tiwari; Editor Vimal Times;1087
Shri Diwakar Tiwari; Bureau Chief Real Magazine;1088
Dr. Harimohan Saraswat; Editor Highline;1089
Shri Lalji Bharmar; Editor- in-Charge Rashtriya Chinha;1090
Shri Bhupinder Singh; Owner/Printer/Publisher/Editor India One Day;1091
Executive Engineer; Public Works Division;1091
Shri Bhupinder Singh; Owner/Printer/Publisher/Editor India One Day;1092
Shri Ramesh Chandra Likhariya; Editor/Publisher Mahakal Bharat;1093
Shri Rajender Mayer; Editor Kesari Nandan;1094
Shri Rajesh Kumar; Clerk O/o Sub-Registrar;1094
Shri Ramji Prasad Gupta;Editor/Publisher Gorakhpur Mail;1096
Shri Krishna Narayan Tiwari; Publisher/Editor Yug Jwala;1097
Chief Secretary; Government of Uttar Pradesh;1097
Shri Bharat Bhushan Sharma; Press Correspondent Punjabi Tribune;1098
Shri Pankaj Kumar Singh; Correspondent Dainik Swatantra Chetna;1100
Shri Chandan Kumar Singh; Correspondent Azad Mazdoor;1101
Shri Shailender Mehot; Cameraman Azad News;1101
Shri Lalji Bhramer; Editor/Publisher Rashtra Chinha;1102
Shri Ved Prakash Sharma; Editor Hind Prahari;1103
Chief Secretary; Government of National Capital Territory of Delhi;1103
Secretary; Home Police;1103
Shri Ved Prakash Sharma; Editor Hind Prahari;1104
Chief Secretary; Government of National Capital Territory of Delhi;1104
Secretary; Home Police;1104
Shri Ved Prakash Sharma;Editor Hind Prahari;1105
Chief Secretary; Government of National Capital Territory of Delhi;1105
Secretary; Home Police;1105
Shri Ram Kumar Gupta; Editor/ Publisher Veshya Lehar;1106
Md. Aman Khan; District Representative Jagrook Express;1107
Shri Vijay Garg; Press Photographer Action India;1109
Shri Prabir Kumar Sarkar; Chief Editor Coal Field Times;1110
Chairman; Coal India Ltd.;1110
Shri Arun Nath; Editor/Publisher Tripura Observer;1111
Shri Ganga Prasad Verma; Editor Rapti Express;1112
Shri Bal Kishan Verma; Chief Editor Swarn Darpan;1113
Choudhary Amar Singh Jauhari; Editor Akhiri Koshish;1115
Shri Joginder Mittal; President Rashtriya Patrakar Sampadak Sangh;1116
Smt. Bijoy Lakshmi Chatterjee; Publisher Gramanchal Shilpanchaler Khabar;1117
Smt. Bijoy Lakshmi Chatterjee; Publisher Gramanchal Shilpanchaler Khabar;1118
Shri Subhrangshu Chatterjee; Editor Gramanchal Shilpanchaler Khabar;1119
Block Development Officer; Burdwan Solanpur Panchayat Samiti;1119
Executive Officer; Burdwan Solanpur Panchayat Samiti;1119
Shri Sanjay Kumar; District General Secretary Bihar Working Journalist Union;1120
Shri Naresh Kumar Choubey; Press Reporter Lamba Safar;1122
Director of Information and Public Relations; Government of NCT of Delhi;1122
Shri Avinash Kumar Singh; Editor Fatehpur Rangshala;1123
Shri P.V. Ramana Rao; Correspondent PTI;1125
Chief Public Relations Officer; South Central Railway;1125
Shri D.V. Laxmi Narayan; Editor Viniyoga Hakku;1126
Director; I&PRD;1126
Shri Chandradev Rajbhar Chandra; Chief Editor Times of Singrauli;1127
Shri Vinod Kumar Jain; Chief Executive Officer Business Star;1128
Shri Zaki Ullah; Editor Gul Hai Khandan;1129
Sh. Rajendra Gujar; Editor of Rashtriya Vaseeyat;1131
Sh. Suresh Gupta; Chief Editor  Dainik Jan Vishwas;1132
Sh. Leeladhar Aggarwal; Editor  Barho Jawan;1133
Dr. Inder Sen Tripathi; Chief Editor  Viplavi Majdoor;1134
Sh. Kallan Khan; Chief Editor  Khatouli Bulletin;1135
Sh. Satish Kumar; Editor  Mazdoor Morcha;1136
Sh. K. K. Vijayan; Correspondent  Powaran' Daily;1137
Sh. Sambhu Panigrahy; Press Correspondent  Samaj;1138
Sh. V. G. Theodore; Freelance journalist of Geladur;1139
Sh. Salim Siddiqui; District Correspondent  Nav Bharat Times;1140
Sh. Ramesh Sahu; Editor Dainik Satya Bhraman;1141
Sh. Harjeet Dua; Editor  Yuva Pukar;1142
Sh. Khalid Nishu; Editor  Nishu Times;1143
Sh. A. N. Ashtavakra; Editor  Kano-Kan;1144
Sh. Mohan Kumar; Editor  Golden World;1145
Ms. Anita Shailendra; Editor  Jan Bharati;1146
Sh. Ramakalpa Upadhyaya; Editor/Publisher of Hindi weekly Shanti Mitra;1147
Sh. Mahendra Prasad Gupta; Editor & Publisher of Sahkari Yuga;1148
Sh. Suresh Verma; Chief Editor  Kranti Kathan;1150
Sh. Mohan Nagpal; President Editor's Association;1151
Sh. U. S. Josh; Chief Editor  Dilli Ke Sholey;1152
Sh. S. N. Chatterjee; Director of Information & Publicity Delhi Administration;1152
Sh. B. P. Mishra; Chief Editor  Khas Jagran;1154
Sh. Ram Pratap Bahuguna; Editor  Upamanyu' Weekly;1155
Sh. Munna Lal Luheria; Chief Editor Patrakar Vikas Sangh;1156
Sh. Gurbachan Singh Soch; General Secretary of Saptahik Samachar Patra Samiti;1159
Sh. Mohan Nagpal; President and General Secretary of Punjab Union of Journalists;1160
Sh. Babu Ram Bansal; President and General Secretary of Punjab Union of Journalists;1160
Public Relations Officer; Bhatinda for putting on some reporters of the District;1160
Sh. M. L. Kotru; Resident Editor The Statesman;1161
Sh. C. R. Irani;Managing Director The Statesman Ltd.;1161
Shri Ravinder Panchal; District Correspondent Swatantra Bharat;1162
Shri A.S. Thakur; Editor Akhand Jot;1164
Shri Madhuram Bodo; Editor Asomiya Janamat;1165
Shri Mehdi Alam Bora; Congress;1165
Shri Sudama Prasad Dubey; District President Grameen Patrakar Association;1170
Shri Dinesh Pankaj; Editor Kamgaron Ki Duniya;1171
Shri Harshwardhan Arya; Editor Lokmat Samachar;1172
Shri Jaleel Khan; Editor Voice of Minority;1174
Shri S.M. Shabbir Basha; Former Executive Director A.P. Minorities Finance Corporation;1174
Shri Ram KumarVaishya; Publisher Vaishya Lahar;1176
Administrator; ISCKON Mandir;1176
Shri Satbir Singh; Editor Dabar Westend;1177
Shri Arun Kumar; Editor Sarhad Prahari;1178
Shri Digant Oza; Editor Jal Seva;1180
Shri Manoj Sharma; District Correspondent;1182
DistrictInformation Officer; Government of U.P.;1184
Smt. Saroj Verma; Rani Jhansi Times;1185
Editor; Lamba Safar;1186
Shri Ram Shankar Prasad; Correspondent PTI;1187
Director; Public Relations Department;1187
Editor; Tripura Observer;1189
Director; Information Cultural Affairs & Tourism;1190
Nabapanji; Bengali weekly;1191
Dr. H.H. Majid Hussain; Editor Daily Hindi Action;1192
Divisional Railway Manager; West Central Railway;1192
Dr. H.H. Majid Hussain; Editor Daily Hindi Action;1193
Divisional Railway Manager; West Central Railway;1193
Shri Azadar Zaidi; Editor Worse Hindi Weekly;1194
The Publisher; Labana Jagriti Sandesh;1195
Director General; Directorate of Advertising and Visual Publicity;1195
Shri Satya Pal Yuvak; Editor of Nirman Sandesh;1196
Director; the Information and Public Department;1196
Shri Tapan Correspondent; Business Ranchi Standard;1197
Chakravarti; Business Ranchi Standard;1197
Sh. S. S. Hassan; Editor Shaboroze;1199
General Manager; Punjabi Daily;1200
Ajit; Punjabi Daily;1200
Sh. R. K. Singh; City Correspondent Dainik Jagran;1201
Sh. Surya Prakash Awasthi; correspondent Dainik Jagran;1202
Sh. Atul Kumar Maheshwari; Editor Amar Ujala;1204
Sh. Ratan Singh; Advo-cate Chief Editor  Banda Ki Dharti;1205
Sh. Ved Prakash; Editor and Publisher  Dhaulpur Chitran;1206
Sh. Subhash Agrawal; Editor  Tarun Chhattisgarh;1207
Sh. Ajay Pal Singh; Ad-ditional Collector;1207
Sh. Rajashekhar Koti; Editor  Andolana Dinapatrike;1208
Com-mander;of Special Task Force;1208
Sh. Akhilesh Kumar Sharma; correspondent PTI;1209
Sh. R K Shivpuri; Bureau-in-Chief Dainik Unnao Times;1210
Editor; Nakkheeran;1211
Sh. Lalji Bhramer; Editor-in-charge  Rashtra Chinha;1212
Sh. Prantik Goswami; Correspondent  Natun Dainik;1214
Sh. Jayendra M. Upad-hyay; Editor/Publisher  Chanchal' Daily;1215
Sh. Gulkhan Alam; Chief Editor  Daily Sandhya Prachar;1216
Smt. Kusum Srivastava; Chief Editor Weekly 'Mitravni';1217
Mohd. Rayees Khan; Editor Waq-e-at-e-Hind;1218
Sh. M. Zameer Man-soori; Editor  Zameer Ki Awaz;1219
Mohd. Rayees Khan; Editor/Publisher Waq-e-at-e-Hind;1221
Chief Editor/Publisher; Times of Aravali;1222
Director; I & PRD;1222
Mr. Ashok Narayan; Election Observer of the Election Commission;1223
Sh. U. C. Sharma; Editor  Muzaffarnagar Bulletin;1224
Sh. Ashwani Arora; Journalist;1226
Editor; Nav Bharat;1227
Bajrang Lal Dixit; Chief Editor Samachar Leader;1228
Shri Mahaveer Kumar Jain; Manager Dainik Atma Ki Jwala;1231
Shri Mahaveer Kumar Jain; Manager Dainik Atma Ki Jwala;1232
Shri Kumar Anand Sinha; Chief Editor Samastipur Ki Shaan;1233
Shri Kumar Krishna Anand; Executive Editor Mithila Ki Shaan;1234
Shri Naimuddin Khan; District Organising Secretary  Congress I;1235
Mohd. Ansari; President All India Urdu Press Correspondents Association;1236
Shri Ranjan Jha; Correspondent Ranchi Express;1237
Shri Sanjay Kumar Mishra; Correspondent Ranchi Express;1238
Shri Rajesh Kumar Gupta; corres-pondent Rashtriya Naveen Mail;1239
Shri Benode Behari Mukherjee; Editor Mazdoor Sevak;1241
Shri Uday Narayan Dwivedi; Regional Correspondent Dainik Amar Ujala;1243
Shri Ram Kumar Singh; correspondent Dainik Janhit Darshan;1245
Shri Munnalal; Journalist Uttar Ujala;1246
Shri Rajvir Singh; Police Station Incharge;1246
Shri Dashrath Prasad Pathak; Printer/Publisher Kushbhavanpur Sandesh;1247
Shri Rajesh Sharma; Editor Gunahon Ki Ghati;1248
Shri Ritu Krishna Shrivastava; Chief Editor Tamsa Sanket;1249
Shri Komal Chand Verma; Journalist Dainik Manyavar;1250
Editor; Gurudev Weekly;1251
Shri Satish Chandra Gaur; Editor District Gazette weekly;1252
Shri Ashok Kumar Singh; Correspondent Rashtriya Sahara;1253
Shri Irfan Ali; Editor Insaf Ki Batein;1254
Shri Salim Abbas; Editor/Publisher Abbas Ki Awaz;1255
District Magistrate;and the Superintendent of Police;1255
Ms. Seema Choudhary; Editor Naro Bulletin;1256
Shri Om Veer Singh; Editor Khilafat Bulletin;1257
Shri Mantosh Tiwari; Journalist Dainik Jagran;1258
Shri K.P. Singh; Station House Officer;1258
Shri Sanjog Walter; Editor Hindi Weekly;1259
Swapnil Sansar; Hindi Weekly;1259
Secretary; Christian Buriel Board;1259
Shri Ilyas Ali Qureshi; Editor World Express;1260
Shri Khaleel Pasha; Minister for Minorities Welfare Government of Andhra Pradesh;1260
Shri Rakesh Kumar Singla; Press Reporter;1261
Shri Sahil Pandit; Executive Editor Deler Shakti;1262
Smt. Deepa Nand Kumar;W/o Printer/Publisher Crime Bi-weekly;1263
B.D.O. Tileibani;and the Deogarh Municipality;1264
Chairman; Deogarh Municipality;1264
B.D.O. Tileibani;and the Deogarh Municipality;1265
Chairman; Deogarh Municipality;1265
Pandit Sanjib Narayan Dass; Editor Jyotish Phalak;1267
Pandit Sanjib Narayan Dass; Editor Jyotish Phalak;1268
Shri N. Tombi Raj; Convenor Journalists Front Manipur;1269
Shri Sanjay Kumar; Prabhat Khabar;1273
Danapur Correspondent; Prabhat Khabar;1273
Shri Abhay Chand Mehra; President Bihar Working Journalists Union;1274
Shri Akhilesh Kumar Thakur; Correspondent Dharmyudh Samachar;1275
Shri Yagya Prakash Gupta; Journalist Bhind Madhya Pradesh (through M.P. Aanchalik Patrakar Sangh;1279
Shri Bharat Singh Rawat; President M.P. Aanchalik Patrakar Sangh;1279
Dr. Gopal Narayan Avate; Journalist Gopal Hospital;1280
Col. Ajay Mushram; Minister of Finance Government of M.P.;1281
Commissioner; Thane Municipal Committee;1282
Shri S.K. Mangal; Correspondent Amar Ujala;1283
Shri Digvijay Narayan; Journalist Amar Ujala;1285
Shri Lal Bahadur Shastri; Editor Shastri Samvad;1287
Faiz Md. Khan; Editor Weekly Changez;1288
Shri Bhara Lal Tripathi; Local Correspondent Hindustan;1291
Shri Satyanarayan Mishra; Chief Editor Dainik Hindu Ki Lalkar;1292
Shri Praveen Kumar; Correspondent Dainik Mazdoor Morcha;1293
Shri Satish Chandra Gaur; Editor District Gazette Weekly;1294
Shri Rajkishore Gupta; Dainik Jagran;1296
Shri Shailendra Tiwari; Hindustan;1298
Dr. Kailash Verma; Journalist Aaj;1301
Shri Ramsharan Singh; Supervisor PWD;1301
Dr. Kailash Verma; Journalist Aaj;1302
Shri Ramsewak Gautam; C.O. Police;1302
Editor; Police Pratigya;1303
Shri Ashok Kumar Jain; Corres-pondent Dainik Jagran;1304
Shri Tej Bahadur Singh; Police Inspector;1304
Shri Mafat Lal Aggarwal; Journalist Dainik Jagran;1305
Shri Ratiram; Shah Times;1306
Representative; Shah Times;1306
Shri Gajendra Baskara; Editor April Tamil Weekly;1309
Shri Devodasam K.M.S.; Editor News Times Observer;1310
Shri Abdul Rehman; Chief Editor Tumsar Patrika;1311
Shri Anil Kumar Shukla; Chief Editor Nishpaksh Azamgarh Sanket;1312
Shri Deep Bahadur; Court Clerk;1312
Shri Sharad Audichaya; Editor Semariya Express;1313
Shri Charanjit Singh; Chief Editor Rustam-e-Hind;1314
Shri Chandan Kumar Roy; Correspondent Jugasankha;1316
Shri Pranay Kumar; Representative of Begusarai Times;1319
Shri Arun Kumar Jha; Publisher/Editor Drishtipat;1320
Shri Anup Kumar Jena; Editor Nyaydata;1322
Editor; Khilafat Bulletin;1323
Shri Bansi Lal Gupta; Editor Nav Jammu;1325
Shri Sanjay Varshney; Tehsil Corres-pondent;1326
Shri Vijay Kumar Das; Publisher Rashtriya Hindi Mail;1330
Commissioner; Public Relations Department;1330
Secretary; Public Relations Department;1330
Chief Editor; Hindubhoomi;1331
President; Rajasthan Small and Periodical Newspaper Editor's Council;1332
Sh. Avinash Acharya; Regional President Rajasthan Laghu Samacharpatra Sangh;1333
Director, I&PRD; Government of Rajasthan;1333
Sh. Shaikhzada Zulfiquar Chisty; Editor Publisher Ajmer Adalat;1334
Shri Avinash Acharya; State President Rajasthan Small Newspapers Union;1335
Chief Election Officer; Government of Rajasthan;1335
Shri Ghanshyam Verma; Rajasthan Small & Periodicals Newspaper Editor's Council;1336
Shri Ravindra Shah; Editor Dainik Bhaskar;1337
General Manager; Telecommunications Department;1337
Publisher; Hamara Nara;1338
Director; Information and Public Relations Department;1338
Shri B. Kumar; Editor Pratah Kamal;1339
Director; Information and Public Relations Department;1339
Shri Sanjay Kumar; District General Secretary Bihar Working Journalists Union;1340
Shri Chandrashekhar Dev; President Non-Daily Newspapers Association;1341
Shri Veer Singh; Officiating President Journalist Union of U.P.;1342
Shri Veer Singh; Officiating President Journalist Union of U.P.;1343
Ms. Shakuntala Shukla; Editor Dainik Unnao Times;1344
District General Manager; District Co-operative Bank Ltd.;1344
Shri Anjum Qureshi; Chief Editor Varanasi Times;1345
Shri Vijay Tiwari; Editor Lokalaya Saptahik;1346
Director Information and Public Relations Department; Government of U.P.;1346
Shri Anirudh Kumar Nijhawan; Editor Dainik Dashanan;1347
Assistant Director, Information; Government of U.P.;1350
Dr. Laxmichand Gupta; Editor Pilibhit Times Weekly;1351
Deputy Director, Information; Government of U.P.;1352
Shri Kalu Ram Tyagi; Editor Gram Utthan Newspaper;1353
Shri J.P. Pandey; Editor Akash Marg Daily;1354
State President; Journalists Union of U.P.;1356
Shri Lala Ram Chaturvedi; Convenor Dainik Din-Raat;1357
Shri Surya Prakash Malik; Editor/Owner Suraj Kesari;1358
Shri Bhagwati Prasad Khare; Correspondent Dainik Avadh Express;1359
Shri Ghanshyam Verma; President Rajasthan Small & Periodical Newspaper Editors' Council;1360
Shri Ghanshyam Verma; President Rajasthan Small & Periodical Newspaper Editors' Council;1361
Ch. Amar Singh Johri; Convenor The Patrakar Parishad;1362
Ch. Amar Singh Johri; Convenor The Patrakar Parishad;1363
Shri Dilip Kumar Bisoi; Staff Correspondent Financial Express;1364
President; Journalists Association;1365
General Manager; Manipal Printers and Publishers Ltd.;1366
Dr. Pratap Aggarwal; Reporter AIR;1367
Chairman-cum-Managing Director; National Mineral Development Corporation;1367
Ms Arpana Bhattacharjee; Editor Kirtiman;1370
Director, Information, Cultural Affairs and Tourism; Government of Tripura;1370
Shri Ashok Dhond; Executive Editor Tarun Bharat;1371
Smt. Bijoy Lakshmi Chatterjee; Publisher Gramanchal Shilpanchaler;1372
Shri Subhrangshu Chatterjee; Editor Gramanchal Shilpanchaler Khabar;1373
Editor; Eastern Coal India Limited;1373
Shri Subhrangshu Chatterjee; Editor Gramanchal Shilpanchaler Khabar;1374
Chief Public Relations Officer; Damodar Valley Corporation;1374
Editor; Durgapur Jana Samachar;1375
Officer-in-charge; Durgapur P.S.;1375
Shri Rajkumar Singh; Journalist Sanmarg;1376
Shri Rattnesh Himesh; (through) National Press Club of India;1379
Shri Rajeev Pathriya; Chairman National Press Club of India;1379
Director; Information and Public Relations Department;1379
Shri Pradeep Gautam Suman; Correspondent Press Forum;1380
Dr. Riyaz Mohd. Khan; Chief Editor Jakhmi Bhumi;1381
Director; Information and Public Relations Department;1381
Director; I&PRD;1382
Superintendent; Post Office;1383
Shri Moolchand Yadav; Journalist/President Jhansi Press Club;1386
Shri Ravinder Singh; Member Press Accreditation Committee;1386
Shri Kaluram Tyagi; Editor Gram Utthan;1387
Chief Editor; Standard Ajmenav;1388
Shri Ramesh Chandra Likharia; Correspondent Bharat Apradh Samachar;1389
Thakur Das Chanchal; Reporter Dainik Hindu;1390
Editor; Aawaz Darpan Weekly;1391
Shri Abdul Ajiz Pahalwan; Editor Aaj Ke Log;1392
Shri Naresh Jain; Editor Oswal Pratiyogita Vigyapan;1393
Post Master General; Agra Circle;1393
Editor; Satya Darpan Weekly;1394
Dr. Izhar Alam; Editor Asia-82;1395
Shri Mohan Nagpal; Publisher Dainik Pilot;1396
Editor; University Today;1397
Vice-Chancellor; IGNOU;1397
Editor; The Bharashttantra;1398
District Assistant Nibandhak; Sehkari Samiti;1400
Acharya Bhaskaranand Lohni; Freelance Journalist;1401
Editor; Vatan-E-Millat;1402
Shri Tikamdar Tikiyani; Editor Bharat Bhoomi daily;1403
Shri Harish Veryani; Editor Hindu;1404
Director; I & PRD;1404
Shri Balbir Singh Bir; President Central Punjabi Newspapers Association;1405
Shri Virendra Kumar Mittal; Chief Editor Indore Herald;1406
Shri B.P. Mishra; Publisher Khas Jagran;1407
Jung Joo; Urdu Weekly;1408
Editor; Insaaf Ki Batein;1409
Editor; Gram Utthan Samachar Patra;1410
Mohd. Anas Siddiqui; Publisher Voice of Politics;1411
Shri Vikas Chandra Maharaj; Hindustan;1412
Correspondent; Hindustan;1412
Shri Narendra Kumar Tiwari; Editor Anant Prabha India;1414
Mohd. Umar Quraishi; District Correspondent Swaraj Times;1415
Assistant Director; Information Government of U.P.;1415
Dr. Sukesh Sharma; Chief Editor Desh Dulara;1416
Secretary; Information Department;1416
Director; DAVP;1416
Shri Chandra Shekhar; General Secretary All India Small and Medium Newspapers Federation;1417
Secretary; Information Department;1417
Director; DAVP;1417
Editor; Faridabad Mazdoor Samachar;1422
Shri Rajesh Kumar; Editor Reporter's Eyes;1423
Shri Sardar Bhupinder New Singh; Editor India One Day;1423
Additional Commissioner; Deputy Faridabad;1423
Shri Vijay Kumar;Publisher/Editor Bagpat Delhi News;1424
Srivastava; Bagpat Delhi News;1424
Smt. Krishna Chief Shukla; Editor Taphtish;1425
Journalist;Uttar Pradesh local police;1426
Gupta;Uttar Pradesh local police;1426
Dainik Navkaramyug; Nagar Chitrakoot local police;1426
Gandhi;Uttar Pradesh local police;1426
Shri Gurinder Mehandiratta; Singh Press Correspondent;1427
President;and other members of Press Club of Mengalganj;1428
Shri H.R. Khan; Editor Operation;1429
Shri Salman Rizvi; Journalist Dainik Jagran;1430
Shri Prashant Gaur; District Bureau Chief Dainik CNN;1431
Shri ImamuddinKhan; Correspondent Dainik Jagran;1433
Shri Ved Prakash Pandey; Freelancer;1435
Shri M.M. Khan; Editor Indica Times;1436
Pt. Umesh Kumar Chaturvedi; Journalist Satyamail;1437
Shri Dilip Sarawagi;and local police authorities;1437
Shri Jitender Mohan Saxena; Editor Kalyug Ki Duniya;1439
Shri Iliyaskhan; Editor/ Publisher weekly Barasta Toofan;1440
Publisher; Shilpanchaler Gramanchal Khabar;1442
Pandit Sanjib Dass;and Jyotishphalak;1443
Narayan Chief Editor;and Jyotishphalak;1443
Jugar Sadhan;and Jyotishphalak;1443
Shri Uttam Sharma; Bulletin;1444
Chandra Editor-in-Chief; Bulletin;1444
Shri Umashankar Mishra; the Editor USM Patrika;1445
Shri Prashant Kumar Singh; Publisher/Owner Farmer Sandesh;1446
Shri Uttam Chandra Sharma; Editor Muzaffarnagar Bulletin;1447
Shri L.C. Gupt; Editor Pilibhit Times;1449
Shri Satish Sharma; Managing Editor Savera India Times;1450
Dr. H.H. Majid Hussain; Chief Editor Daily Urdu Action;1451
Commissioner; Public Relations Department;1451
Shri Sharad Audhichya; Editor Semaria Express;1452
Sh. Satubha Kanubha Vaghela; Editor Surendranagar Times;1455
Sh. Mahanarayan Singh Bisen; Correspondent Hindustan;1456
Sh. Rajesh Kumar Sharma; Editor Shukra Shani;1457
Sh. Kunwar Soaib; Correspondent UNI;1459
Sh. Ravinder Saxena; Correspondent Amar Ujala;1460
Mattaki Raza; Central Nazir of District Judges;1462
Sh. Bhaskar; Correspondent of Jansatta;1463
Sh. Ranjit Kumar Roy; Activist National Human Rights Association;1464
Sh. Vijay Kumar Jha; Rashtriya Naveen Mail;1465
Ashok Kumar Akela; Rashtriya Naveen Mail;1465
Smt. Manjari Jaruhar; DIG CISF;1465
City President; Shiv Sena;1468
Shri Sukhpal Pandey; Minister of State Transport;1469
Shri Pran Nath Awasthi; Editor Dainik Vrittanta;1470
Shri K. A. Nomani; Editor Zero Times;1471
Sh. Mahesh Mishra; Sub-Editor Aaj;1472
Shri Sukesh Sharma; Publisher/Editor Desh Dulara;1473
Smt. Seema Johnsari; Assistant Director Special World Bank Project;1473
Shri Ram Naresh Yadav; Chief Editor Desh Ke Kamere;1474
Shri Bhojraj Singh Arya; Editor Hathras Samachar;1475
District Magistrate; Hathras and District Supply Officer;1475
Sh. Ajay Kumar Pathak; Corres-pondent Rashtriya Sahara;1476
Sh. Ravi Kant Sharma; Editor Amar Ujala;1477
Shri M. D. Tiwari; Vice-Chancellor Mahatama Jyotiba Phule Rohilkhand University;1477
Shri S. P. Gupta; Publisher Mathura Refinery;1478
Sh. S. John Ravi; Editor Laity Focus;1480
Editor; Shanti Sainik;1483
Shri Vishnu Murthy; Telugu and English weekly;1485
Janamitra; Telugu and English weekly;1485
Sh. Ishfaq-ul-Hassan; Reporter Kashmir Times;1486
Sh. Mohan Nagpal; Editor The Pilot;1487
Chief Secretary; Govt. of Punjab;1487
Sh. Rattan Kumar Tanwar; Editor/Publisher Hindi weekly Tanwar Bharat;1488
Sh. Ravi Shankar Sharma; Chief Editor Buland Yuva;1489
Sh. Ravi Shankar Sharma; Chief Editor Buland Yuva;1490
Dr. D. P. Goel; Senior Medical Officer Community Health Centre;1492
Sh. Shrinivas Mahabal; Abhivyakti Media for Development;1494
Sh. Hariprakash Aggarwal; Editor Dainik Chhatarpur Paraman;1495
Sh. Punit Chaturvedi; Bureau Chief Dainik Public Asia;1496
Sh. Virender Prasad Mishra; General Secretary Patrakar Sangh;1497
Chief Editor; Durga Shakti Weekly;1498
Sh. Jitendra Soni; Chief Editor Sanjha Lokswami;1499
